Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2024,13:23:23.213,261.80,3862.98,119.690000,2.482300,123.100000,106.900000,0.000000,60.011000,297.100000,0.414500,1.602063,1.396524,3861.000000,15.175000,0.000000,61.737500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.458 0 652 ,109.111112,57.890828,57.879593,123.666664,69.373471,12.882000,3.000000,12.070000,0.042000,0.011000,0.000000,25.045079,8.342514,57.981274,107.469869,107.617860,12.900299,7.057782,151.895706,3.039000,13.040000,0.000000,0.000000,123.266668,113.133334,105.466667,104.366666,104.099998,104.333336,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.557000,68.760000,14.372000,14.352000,11.767000,C3H8,36853.640941,30215.774314,,432.000000,6.480000,15.255950,0.228839,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.571309,0.227684,37416.792624,584.654881
10/07/2024,13:23:26.214,264.80,3865.98,119.620000,2.479000,123.100000,107.000000,0.000000,60.012000,296.500000,0.415000,1.600887,1.396171,3864.000000,15.175000,0.000000,61.662500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.445 0 660 ,108.883333,57.889201,57.897961,123.533333,69.393879,13.035000,3.005000,12.100000,0.044000,0.009000,0.000000,25.087075,8.342778,57.964489,108.744189,108.890070,13.052789,7.055406,151.895645,3.044000,13.194000,0.000000,0.000000,123.199997,112.666664,105.266668,104.300001,103.566666,104.300003,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.750000,14.355000,14.336000,11.779000,C3H8,36812.555500,30246.588395,,420.000000,6.820000,14.832174,0.240846,69.900002,12.100000,29.527000,0.995022,0.981306,1.013978,0.000000,14.512015,0.239647,37264.534648,615.375974
10/07/2024,13:23:29.214,267.80,3868.98,119.590000,2.477000,123.000000,107.100000,0.000000,60.012000,296.200000,0.415400,1.602665,1.395434,3867.000000,15.175000,0.000000,61.700000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 667 ,108.638888,57.892899,57.900002,123.500000,69.400002,13.185000,3.004000,12.080000,0.044000,0.007000,0.000000,25.083338,8.342258,58.030312,109.996608,110.152919,13.204163,7.058951,151.896057,3.043000,13.346000,0.000000,0.000000,123.166664,113.333333,105.066666,102.766665,103.199999,104.300003,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.557000,68.750000,14.355000,14.336000,11.791000,C3H8,36812.555500,30277.402476,,384.000000,7.140000,13.560845,0.252147,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.442860,0.250880,37086.953835,644.218682
10/07/2024,13:23:32.215,270.80,3871.98,119.590000,2.476600,123.100000,107.200000,0.000000,60.011000,296.200000,0.415600,1.602116,1.395100,3870.000000,15.175000,0.000000,61.737500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 675 ,108.455555,57.883432,57.902042,123.500000,69.400002,13.332000,3.000000,12.080000,0.043000,0.008000,0.000000,25.029185,8.342378,58.016060,111.224204,111.372104,13.350306,7.056301,151.896103,3.037000,13.495000,0.000000,0.000000,123.133331,113.833333,105.000000,101.533333,103.066666,104.166667,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.750000,14.405000,14.385000,11.803000,C3H8,36938.379664,30308.216557,,384.000000,7.480000,13.560845,0.264154,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.373710,0.262826,36909.389734,674.895762
10/07/2024,13:23:35.216,273.80,3874.98,119.590000,2.475400,123.000000,107.310000,0.000000,60.014000,296.000000,0.415400,1.601155,1.395100,3873.000000,15.175000,0.000000,61.762500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.250 0 683 ,108.411112,57.843935,57.918369,123.466667,69.400002,13.482000,2.999000,12.070000,0.042000,0.008000,0.000000,24.986483,8.342042,58.053627,112.471666,112.619710,13.500119,7.054265,151.896164,3.032000,13.646000,0.000000,0.000000,123.066666,113.300001,105.000000,102.166669,102.900002,104.033333,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.910000,29.557000,68.750000,14.326000,14.302000,11.815000,C3H8,36725.248937,30339.030638,,408.000000,7.820000,14.408398,0.276161,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.344081,0.274766,36833.306786,705.555736
10/07/2024,13:23:38.217,276.80,3877.98,119.630000,2.476400,123.000000,107.410000,0.000000,60.015000,296.300000,0.415300,1.600670,1.394466,3876.000000,15.175000,0.000000,61.712500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.487 0 690 ,108.105556,57.811538,57.936736,123.400002,69.400002,13.633000,3.001000,12.070000,0.040000,0.005000,0.000000,25.012894,8.342579,57.990597,113.730689,113.876563,13.650273,7.054474,151.895798,3.035000,13.798000,0.000000,0.000000,123.033333,111.866666,104.933334,102.000000,103.000000,103.800003,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.740000,14.236000,14.216000,11.827000,C3H8,36504.414689,30369.844719,,408.000000,8.120000,14.408398,0.286755,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.312797,0.285307,36752.972723,732.623091
10/07/2024,13:23:41.218,279.80,3880.98,119.610000,2.475100,123.000000,107.510000,0.000000,60.014000,296.000000,0.415500,1.602844,1.393863,3879.000000,15.175000,0.000000,61.700000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.445 0 698 ,107.805556,57.809172,57.930613,123.300003,69.400002,13.781000,3.003000,12.080000,0.038000,0.009000,0.000000,25.084452,8.342152,58.044323,114.971600,115.119584,13.799273,7.055489,151.895752,3.043000,13.949000,0.000000,0.000000,122.800001,110.233332,104.900002,102.333331,102.833336,103.733335,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.740000,14.392000,14.372000,11.839000,C3H8,36904.997743,30400.658801,,396.000000,8.400000,13.984621,0.296643,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.228800,0.295152,36537.282912,757.904332
10/07/2024,13:23:44.218,282.80,3883.98,119.640000,2.476400,123.100000,107.610000,0.000000,60.014000,296.300000,0.415400,1.601922,1.395603,3882.000000,15.175000,0.000000,61.712500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 705 ,107.750000,57.794379,57.912246,123.400002,69.400002,13.930000,3.003000,12.070000,0.035000,0.013000,0.000000,25.078460,8.342062,58.053684,116.214743,116.360631,13.948292,7.058056,151.895920,3.043000,14.100000,0.000000,0.000000,122.500000,110.333333,104.966667,103.099998,102.300001,103.300001,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.557000,68.740000,14.412000,14.392000,11.851000,C3H8,36956.354545,30431.472882,,396.000000,8.840000,13.984621,0.312182,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.139840,0.310605,36308.847444,797.584745
10/07/2024,13:23:47.221,285.80,3886.99,119.620000,2.474900,123.000000,107.720000,0.000000,60.014000,296.100000,0.415600,1.601398,1.395335,3885.000000,15.175000,0.000000,61.650000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.445 0 713 ,107.533334,57.779290,57.910205,123.366669,69.400002,14.081000,3.007000,12.080000,0.032000,0.016000,0.000000,25.052832,8.342269,58.027176,117.468771,117.616740,14.099862,7.057015,151.896500,3.040000,14.252000,0.000000,0.000000,122.300001,110.366669,104.933334,102.133331,102.366669,103.099998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.740000,14.332000,14.312000,11.863000,C3H8,36750.927338,30462.286963,,420.000000,9.180000,14.832174,0.324189,69.800003,12.080000,29.527000,0.995162,0.981491,1.013929,0.000000,14.103583,0.322620,36215.745233,828.437596
10/07/2024,13:23:50.224,288.80,3889.99,119.560000,2.472300,123.000000,107.820000,0.000000,60.012000,295.600000,0.416100,1.602030,1.396035,3888.000000,15.175000,0.000000,61.762500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 720 ,107.355556,57.766716,57.930613,123.300003,69.400002,14.230000,2.997000,12.060000,0.028000,0.017000,0.000000,25.022246,8.341971,58.066212,118.711982,118.868172,14.248880,7.054911,151.896637,3.036000,14.402000,0.000000,0.000000,122.166664,110.266668,104.466667,102.300001,102.200002,102.733332,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.740000,14.329000,14.309000,11.875000,C3H8,36743.223818,30493.101044,,408.000000,9.500000,14.408398,0.335490,69.900002,12.060000,29.527000,0.994925,0.981306,1.013879,0.000000,14.103582,0.333787,36215.743894,857.112147
10/07/2024,13:23:53.223,291.80,3892.99,119.610000,2.474100,123.100000,107.920000,0.000000,60.011000,295.900000,0.415800,1.600865,1.394699,3891.000000,15.175000,0.000000,61.775000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.250 0 728 ,106.888888,57.751184,57.942858,123.233332,69.400002,14.377000,2.995000,12.070000,0.025000,0.019000,0.000000,24.984739,8.342175,58.038258,119.942410,120.090378,14.395395,7.056568,151.896683,3.031000,14.552000,0.000000,0.000000,122.066666,109.099998,103.966667,101.566668,102.033333,102.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.740000,14.408000,14.385000,11.887000,C3H8,36938.379664,30523.915125,,384.000000,9.840000,13.560845,0.347497,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.118414,0.345742,36253.829916,887.809263
10/07/2024,13:23:56.225,294.80,3895.99,119.630000,2.474200,123.100000,108.020000,0.000000,60.013000,296.000000,0.415800,1.601689,1.395553,3894.000000,15.175000,0.000000,61.837500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 735 ,106.711112,57.744823,57.934695,123.166664,69.400002,14.526000,2.990000,12.070000,0.024000,0.023000,0.000000,24.928802,8.342731,57.968170,121.185256,121.333217,14.544122,7.055548,151.896606,3.024000,14.702000,0.000000,0.000000,121.966667,107.433334,103.933334,101.699999,102.400002,102.833336,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.740000,14.365000,14.345000,11.899000,C3H8,36835.666061,30554.729206,,396.000000,10.160000,13.984621,0.358797,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.149741,0.356985,36334.270922,916.681109
10/07/2024,13:23:59.225,297.80,3898.99,119.660000,2.475000,123.100000,108.130000,0.000000,60.015000,296.100000,0.415800,1.601899,1.394869,3897.000000,15.175000,0.000000,61.700000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 743 ,106.777778,57.745266,57.912246,123.066666,69.400002,14.676000,2.999000,12.080000,0.022000,0.025000,0.000000,24.961051,8.342665,57.975887,122.437569,122.585576,14.694488,7.057084,151.896881,3.028000,14.854000,0.000000,0.000000,121.866669,108.099998,104.099998,101.766668,102.033335,102.800001,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.557000,68.730000,14.302000,14.283000,11.911000,C3H8,36676.459975,30585.543287,,396.000000,10.500000,13.984621,0.370804,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.182723,0.368941,36418.965812,947.380415
10/07/2024,13:24:02.227,300.80,3901.99,119.610000,2.472200,123.000000,108.230000,0.000000,60.012000,295.700000,0.416100,1.602338,1.394867,3900.000000,15.175000,0.000000,61.775000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 750 ,106.727777,57.778994,57.902042,122.966667,69.400002,14.825000,2.992000,12.070000,0.020000,0.028000,0.000000,25.028481,8.342803,57.962624,123.675300,123.823207,14.842829,7.055104,151.896835,3.036000,15.003000,0.000000,0.000000,121.666664,108.633334,104.133331,101.633331,101.933334,102.366666,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.910000,29.555000,68.730000,14.302000,14.283000,11.923000,C3H8,36676.459975,30616.357368,,396.000000,10.820000,13.984621,0.382105,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.174542,0.380175,36397.956633,976.229292
10/07/2024,13:24:05.229,303.80,3904.99,119.580000,2.469700,122.900000,108.330000,0.000000,60.012000,295.300000,0.416100,1.600154,1.395217,3903.000000,15.175000,0.000000,61.800000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.445 0 757 ,106.722222,57.767308,57.900002,122.866669,69.406124,14.970000,2.999000,12.080000,0.020000,0.026000,0.000000,25.049762,8.342586,57.986626,124.886802,125.034778,14.988061,7.055869,151.897369,3.039000,15.150000,0.000000,0.000000,121.533333,109.166667,104.033333,101.800001,101.533333,102.266668,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.730000,14.276000,14.256000,11.934000,C3H8,36607.128293,30644.603609,,420.000000,11.180000,14.832174,0.394818,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.126759,0.392834,36275.257439,1008.734575
10/07/2024,13:24:08.228,306.80,3907.99,119.580000,2.470100,123.000000,108.430000,0.000000,60.009000,295.400000,0.416300,1.601555,1.395551,3906.000000,15.175000,0.000000,61.725000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.501 0 765 ,106.900000,57.753107,57.900002,122.733332,69.422450,15.124000,3.005000,12.080000,0.020000,0.027000,0.000000,25.003728,8.342948,57.939758,126.169563,126.317555,15.141821,7.057104,151.897690,3.033000,15.305000,0.000000,0.000000,121.433334,110.066666,104.000000,102.133336,101.566666,102.199997,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.910000,29.555000,68.730000,14.336000,14.316000,11.947000,C3H8,36761.198698,30677.985530,,432.000000,11.540000,15.255950,0.407532,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.095460,0.405483,36194.887287,1041.216189
10/07/2024,13:24:11.228,309.80,3910.99,119.500000,2.465900,122.800000,108.540000,0.000000,60.009000,294.700000,0.416700,1.601728,1.394644,3909.000000,15.175000,0.000000,61.675000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 773 ,106.561111,57.751331,57.900002,122.633331,69.444899,15.273000,3.002000,12.080000,0.021000,0.029000,0.000000,25.043024,8.342845,57.954189,127.417724,127.563628,15.290928,7.053577,151.897812,3.038000,15.456000,0.000000,0.000000,121.400002,109.666667,103.633331,101.166664,101.400002,102.099998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.555000,68.730000,14.316000,14.296000,11.958000,C3H8,36709.841896,30706.231771,,420.000000,11.900000,14.832174,0.420245,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.120203,0.418133,36258.424250,1073.697804
10/07/2024,13:24:14.228,312.80,3913.99,119.630000,2.471600,123.000000,108.640000,0.000000,60.005000,295.700000,0.416000,1.602970,1.395553,3912.000000,15.175000,0.000000,61.662500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.444 0 781 ,106.688889,57.760059,57.900002,122.566666,69.469388,15.425000,3.014000,12.070000,0.023000,0.029000,0.000000,25.158250,8.342758,57.964733,128.684172,128.830060,15.442978,7.057516,151.897522,3.052000,15.609000,0.000000,0.000000,121.266668,110.699999,103.400002,101.500000,101.100001,102.166664,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.730000,14.269000,14.249000,11.970000,C3H8,36589.153412,30737.045852,,396.000000,12.200000,13.984621,0.430839,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.181182,0.428663,36415.008370,1100.739127
10/07/2024,13:24:17.228,315.80,3916.99,119.530000,2.466900,122.800000,108.740000,0.000000,60.000000,294.900000,0.416500,1.600470,1.395298,3915.000000,15.175000,0.000000,61.587500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.445 0 789 ,106.644444,57.780473,57.893879,122.466667,69.489796,15.574000,3.014000,12.100000,0.023000,0.028000,0.000000,25.196309,8.342729,57.968731,129.925781,130.071670,15.592051,7.056623,151.897171,3.056000,15.760000,0.000000,0.000000,121.066666,110.100001,103.199999,102.633334,100.733332,102.133331,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.557000,68.730000,14.230000,14.210000,11.982000,C3H8,36489.007649,30767.859933,,396.000000,12.520000,13.984621,0.442140,69.900002,12.100000,29.527000,0.995022,0.981306,1.013978,0.000000,14.253678,0.439939,36601.165316,1129.693138
10/07/2024,13:24:20.228,318.80,3919.99,119.570000,2.469300,123.000000,108.840000,0.000000,59.996000,295.300000,0.416500,1.602316,1.395333,3918.000000,15.175000,0.000000,61.587500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 796 ,106.477779,57.793787,57.881634,122.400002,69.497959,15.724000,3.016000,12.080000,0.021000,0.029000,0.000000,25.167736,8.342811,57.958256,131.174329,131.324408,15.741710,7.058639,151.897095,3.053000,15.911000,0.000000,0.000000,120.900002,109.566668,103.099998,102.633336,100.733335,101.933334,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.730000,14.230000,14.210000,11.994000,C3H8,36489.007649,30798.674014,,408.000000,12.860000,14.408398,0.454147,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.334446,0.451864,36808.564128,1160.315442
10/07/2024,13:24:23.229,321.80,3922.99,119.620000,2.470900,123.000000,108.950000,0.000000,59.994000,295.600000,0.416200,1.602655,1.395335,3921.000000,15.175000,0.000000,61.625000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 804 ,106.194444,57.804734,57.873470,122.333336,69.500000,15.874000,3.012000,12.100000,0.021000,0.027000,0.000000,25.103158,8.342923,57.944565,132.426232,132.572135,15.891516,7.055856,151.896851,3.045000,16.062000,0.000000,0.000000,120.666664,108.966667,103.000000,102.066666,101.000000,101.466667,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.730000,14.153000,14.137000,12.006000,C3H8,36301.555323,30829.488095,,408.000000,13.200000,14.408398,0.466154,69.900002,12.100000,29.527000,0.995022,0.981306,1.013978,0.000000,14.392168,0.463834,36956.786799,1191.050273
10/07/2024,13:24:26.229,324.80,3925.99,119.630000,2.471200,123.000000,109.050000,0.000000,59.995000,295.600000,0.416200,1.603148,1.396055,3924.000000,15.175000,0.000000,61.662500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 812 ,105.922223,57.803106,57.885715,122.233332,69.500000,16.022000,3.002000,12.080000,0.022000,0.027000,0.000000,25.067144,8.343017,57.934235,133.662755,133.810693,16.039968,7.055779,151.896317,3.040000,16.212000,0.000000,0.000000,120.533333,108.466667,103.300001,101.399999,100.433334,101.400002,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.730000,14.226000,14.206000,12.018000,C3H8,36478.736289,30860.302176,,420.000000,13.600000,14.832174,0.480280,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.383974,0.477866,36935.744360,1227.083204
10/07/2024,13:24:29.231,327.80,3929.00,119.490000,2.464600,122.800000,109.150000,0.000000,59.992000,294.500000,0.416900,1.603627,1.395096,3927.000000,15.175000,0.000000,61.712500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.444 0 820 ,105.911112,57.786834,57.897961,122.033333,69.500000,16.171000,3.002000,12.090000,0.021000,0.028000,0.000000,25.029840,8.342905,57.946293,134.909678,135.057677,16.189438,7.053695,151.895630,3.036000,16.362000,0.000000,0.000000,120.366669,108.000000,103.333336,101.766668,100.333336,101.666664,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.730000,14.091000,14.071000,12.030000,C3H8,36132.077877,30891.116257,,432.000000,13.960000,15.255950,0.492993,69.900002,12.090000,29.527000,0.994998,0.981306,1.013953,0.000000,14.346063,0.490527,36838.396292,1259.595357
10/07/2024,13:24:32.232,330.80,3932.00,119.490000,2.463400,122.600000,109.250000,0.000000,59.987000,294.400000,0.416600,1.601608,1.394594,3930.000000,15.175000,0.000000,61.612500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.250 0 828 ,105.794444,57.813609,57.900002,121.900002,69.500000,16.322000,3.006000,12.080000,0.019000,0.029000,0.000000,25.020493,8.342478,58.016235,136.168853,136.316867,16.340121,7.053247,151.895309,3.034000,16.515000,0.000000,0.000000,120.233332,107.933334,103.033333,101.733332,100.233332,101.600001,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.730000,14.289000,14.269000,12.042000,C3H8,36640.510214,30921.930338,,444.000000,14.300000,15.679727,0.505000,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.365825,0.502462,36889.140603,1290.241899
10/07/2024,13:24:35.234,333.80,3935.00,119.530000,2.466500,122.900000,109.360000,0.000000,59.982000,294.800000,0.416700,1.601581,1.395131,3933.000000,15.175000,0.000000,61.637500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 835 ,105.833333,57.837426,57.900002,121.733332,69.500000,16.471000,3.001000,12.080000,0.020000,0.027000,0.000000,25.079680,8.342542,58.014297,137.410766,137.556640,16.488975,7.054751,151.895187,3.042000,16.664000,0.000000,0.000000,120.166664,108.066666,102.699999,102.133334,100.433334,101.500000,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.555000,68.730000,14.276000,14.256000,12.053000,C3H8,36607.128293,30950.176579,,408.000000,14.640000,14.408398,0.517007,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.446557,0.514409,37096.448691,1320.918979
10/07/2024,13:24:38.233,336.80,3938.00,119.570000,2.467600,122.900000,109.460000,0.000000,59.981000,295.000000,0.416500,1.602164,1.396253,3936.000000,15.175000,0.000000,61.787500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.444 0 843 ,105.827777,57.842603,57.912246,121.599998,69.500000,16.618000,2.986000,12.070000,0.020000,0.025000,0.000000,25.020259,8.342339,58.041275,138.635660,138.783537,16.637014,7.053181,151.895569,3.034000,16.812000,0.000000,0.000000,120.000000,108.099998,102.566666,102.333333,100.400002,101.566666,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.557000,68.730000,14.336000,14.316000,12.065000,C3H8,36761.198698,30980.990660,,384.000000,15.000000,13.560845,0.529720,69.800003,12.070000,29.527000,0.995138,0.981491,1.013904,0.000000,14.530577,0.527145,37312.199360,1353.623384
10/07/2024,13:24:41.234,339.80,3941.00,119.550000,2.467500,122.900000,109.560000,0.000000,59.979000,295.000000,0.416800,1.601418,1.395567,3939.000000,15.175000,0.000000,61.875000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.444 0 851 ,105.494445,57.813757,57.942858,121.500000,69.500000,16.764000,2.980000,12.080000,0.024000,0.020000,0.000000,24.809680,8.342406,58.030041,139.858503,140.004377,16.782385,7.053452,151.896103,3.009000,16.960000,0.000000,0.000000,120.000000,107.366669,102.400002,101.199999,100.466667,101.533333,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.556000,68.730000,14.243000,14.223000,12.077000,C3H8,36522.389570,31011.804741,,420.000000,15.320000,14.832174,0.541021,69.900002,12.080000,29.527000,0.994974,0.981306,1.013929,0.000000,14.619526,0.538302,37540.606122,1382.273139
10/07/2024,13:24:44.235,342.80,3944.00,119.600000,2.469100,123.000000,109.660000,0.000000,59.979000,295.300000,0.416500,1.601798,1.394314,3942.000000,15.175000,0.000000,61.950000,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.500 0 858 ,105.161111,57.780177,57.977551,121.466667,69.500000,16.913000,2.967000,12.070000,0.027000,0.019000,0.000000,24.663787,8.342072,58.071457,141.095269,141.251376,16.931864,7.052444,151.896439,2.991000,17.110000,0.000000,0.000000,119.866669,106.533333,102.266668,100.966667,100.133334,101.199997,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.555000,68.730000,14.187000,14.167000,12.089000,C3H8,36378.590525,31042.618823,,408.000000,15.640000,14.408398,0.552322,69.900002,12.070000,29.527000,0.994950,0.981306,1.013904,0.000000,14.695348,0.549532,37735.303533,1411.111472
10/07/2024,13:24:47.235,345.80,3947.00,119.490000,2.462900,122.700000,109.770000,0.000000,59.977000,294.300000,0.416900,1.601689,1.395263,3945.000000,15.175000,0.000000,62.112500,1.000000,Testing Tank A - Drawing Water Until RTD Out = 110.9°.... 0.250 0 866 ,104.961111,57.759172,57.983674,121.400002,69.500000,17.058000,2.953000,12.090000,0.030000,0.014000,0.000000,24.660308,8.342057,58.075062,142.308199,142.456107,17.076280,7.055046,151.896393,2.990000,17.257000,0.000000,0.000000,119.599998,106.099998,102.266668,100.500000,100.266668,101.033333,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.557000,68.730000,14.210000,14.190000,12.101000,C3H8,36437.650847,31073.432904,,408.000000,16.000000,14.408398,0.565035,69.800003,12.090000,29.527000,0.995186,0.981491,1.013953,0.000000,14.687167,0.562315,37714.295430,1443.934957
